id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1437948820357324802,1437948820357324802,2021-09-14 20:18:09 CDT,2021-09-14,20:18:09,-0500,29873662,mkbhd,Marques Brownlee,,NEW VIDEO - My reaction to the iPhone 13 lineup and what was announced today in 11 minutes:  https://t.co/SYHFfcOrOf  https://t.co/rcZgnMopZJ,en,[],['https://youtu.be/C4sAUc_ZGMY'],['https://pbs.twimg.com/media/E_Se1DwWEAUIPHu.jpg'],46,80,940,[],[],https://twitter.com/MKBHD/status/1437948820357324802,False,,1,https://pbs.twimg.com/media/E_Se1DwWEAUIPHu.jpg,,,,,,,[],,,,
1437944168819560451,1437944168819560451,2021-09-14 19:59:40 CDT,2021-09-14,19:59:40,-0500,126124275,tldtoday,Jonathan Morrison 🙋🏻‍♂️,,re: iPhone 13 pro/pro max 128GB being capped at 1080 for Pro Res  Makes sense on paper because of sheer file size but the small print move on it is dumb.  Most people buying for pro res are getting 512/1TB but still  Solution would have been double the base up to 256GB no charge,en,[],[],[],9,8,196,[],[],https://twitter.com/tldtoday/status/1437944168819560451,False,,0,,,,,,,,[],,,,
1437936213588054017,1437936213588054017,2021-09-14 19:28:03 CDT,2021-09-14,19:28:03,-0500,15913455,fashionsnap,FASHIONSNAP.COM,,アップルが新型モデル「iPhone 13」を発表。カメラは超広角と広角の2つのレンズを斜めに配置。  https://t.co/4RHGh37TId  https://t.co/sOFlm3cfIw,ja,[],['https://www.fashionsnap.com/article/2021-09-15/iphone13/'],"['https://pbs.twimg.com/media/E_STXWWXMAYn1Yg.jpg', 'https://pbs.twimg.com/media/E_STXWlXIAMsyVy.jpg']",0,52,359,[],[],https://twitter.com/fashionsnap/status/1437936213588054017,False,,1,https://pbs.twimg.com/media/E_STXWWXMAYn1Yg.jpg,,,,,,,[],,,,
1437936175445012480,1437936175445012480,2021-09-14 19:27:54 CDT,2021-09-14,19:27:54,-0500,1200348425398583296,wpperofficial,wpper,,เทรตร่วมข้อมูลเปรียบเทียบระหว่าง iPhone 13 VS iPhone 12 ครับ (1) #AppleEvent  https://t.co/YrFzlYjbZH,th,[],[],"['https://pbs.twimg.com/media/E_STU_mVUAIH_Hq.jpg', 'https://pbs.twimg.com/media/E_STU_mVEAAWlvo.jpg']",10,507,311,['appleevent'],[],https://twitter.com/wpperofficial/status/1437936175445012480,False,,1,https://pbs.twimg.com/media/E_STU_mVUAIH_Hq.jpg,,,,,,,[],,,,
1437935512971464708,1437935512971464708,2021-09-14 19:25:16 CDT,2021-09-14,19:25:16,-0500,88846085,yahoonewstopics,Yahoo!ニュース,,【iPhone13何が進化? 12との比較】  https://t.co/OnJmWKxtUi  Appleが「iPhone 13」シリーズを発表した。2020年に発売した「iPhone 12」シリーズの4機種が正統進化したモデルとなるが、何が変わったのか。機能やスペックをあらためて比較する。,ja,[],['https://news.yahoo.co.jp/pickup/6404492'],[],18,198,440,[],[],https://twitter.com/YahooNewsTopics/status/1437935512971464708,False,,0,,,,,,,,[],,,,
1437934070269452295,1437934070269452295,2021-09-14 19:19:32 CDT,2021-09-14,19:19:32,-0500,2276575988,lucianojrborges,Luciano Júnior,,vindo falar do iPhone 13 só pra ver o coração virar maçã dando like #AppleEvent  https://t.co/z0EXz0X8aC,pt,[],[],['https://pbs.twimg.com/media/E_SRafuXEAQ9Zjl.jpg'],0,2,228,['appleevent'],[],https://twitter.com/lucianoJRborges/status/1437934070269452295,False,,1,https://pbs.twimg.com/media/E_SRafuXEAQ9Zjl.jpg,,,,,,,[],,,,
1437932505630482434,1437932505630482434,2021-09-14 19:13:19 CDT,2021-09-14,19:13:19,-0500,76756529,eliblumenthal,Eli Blumenthal,,Forget iPhone 13. This could be the biggest surprise of the day.,en,[],[],[],9,46,296,[],[],https://twitter.com/eliblumenthal/status/1437932505630482434,False,https://twitter.com/nintendoamerica/status/1437930124490457088,0,,,,,,,,[],,,,
1437931167106306049,1437931167106306049,2021-09-14 19:08:00 CDT,2021-09-14,19:08:00,-0500,1689516060,vincent13031925,Vincent Yu,,"Well, I am not gonna buy the iPhone 13 Pro Max, will keep using my 12 Pro Max n wait for the 14 😂",en,[],[],[],34,7,203,[],[],https://twitter.com/vincent13031925/status/1437931167106306049,False,,0,,,,,,,,[],,,,
1437929158470815745,1437929158470815745,2021-09-14 19:00:01 CDT,2021-09-14,19:00:01,-0500,97081119,fernandoholiday,Fernando Holiday,,"Hoje a Apple anunciou no novo Iphone 13. Estão reclamando do preço: R$ 15 MIL.  Agora, já pensou pagar isso em uma linha de telefone fixo?  Isso acontecia antes da Telebrás ser privatizada.  Privatizações são necessárias, não só para economia, mas também para vida do cidadão.",pt,[],[],[],31,16,233,[],[],https://twitter.com/FernandoHoliday/status/1437929158470815745,False,,0,,,,,,,,[],,,,
1437928509830098946,1437928509830098946,2021-09-14 18:57:26 CDT,2021-09-14,18:57:26,-0500,1427812696670367750,iphone796994083,iPhone 7 Plus,,Good #AppleEvent! There is New: iPhone 13 Series Apple Watch Series 7 iPad Mini 6th Gen iPad 9th Gen I Like it But The Apple Watch not redesigned ;( but not problem  https://t.co/EZxhYBOzcU,en,[],[],"['https://pbs.twimg.com/media/E_SMWJgUYAI-6da.jpg', 'https://pbs.twimg.com/media/E_SMWJgUUAEQtIC.jpg', 'https://pbs.twimg.com/media/E_SMWJhUYAIlif0.jpg', 'https://pbs.twimg.com/media/E_SMWJfVcAE-4ki.jpg']",5,90,217,['appleevent'],[],https://twitter.com/iPhone796994083/status/1437928509830098946,False,,1,https://pbs.twimg.com/media/E_SMWJgUYAI-6da.jpg,,,,,,,[],,,,
